retyr,popID,Stock,fc,age4fc,age5fc,age4,age5,tot,age4diff,age4perc,age5diff,age5perc,totdiff,totperc,cyc
2019,12,Portage,2000,140,1860,8.7437790909975,1069.23927169912,1077.98305079012,-131.2562209090025,-0.9375444350643036,-790.7607283008799,-0.4251401765058494,-922.0169492098801,-0.46100847460494004,3
2020,12,Portage,400,372,28,15.3846153846154,7.69230769230769,23.0769230769231,-356.6153846153846,-0.9586435070306037,-20.30769230769231,-0.7252747252747254,-376.9230769230769,-0.9423076923076923,0
2009,13,Weaver,336000,258720,77280,60581.9569121729,55643.2104247675,116225.16733694,-198138.0430878271,-0.7658396841675444,-21636.7895752325,-0.2799791611701928,-219774.83266306,-0.6540917638781547,1
2010,13,Weaver,264000,258000,6000,228118.682051231,4536.45106351881,232655.13311475,-29881.317948768992,-0.11581906181693408,-1463.5489364811901,-0.24392482274686503,-31344.866885249998,-0.11873055638352271,2
2011,13,Weaver,440000,330000,110000,314083.256106447,21499.7466977627,335583.00280421,-15916.743893552979,-0.048232557253190846,-88500.2533022373,-0.8045477572930663,-104416.99719579,-0.23731135726315908,3
2012,13,Weaver,47000,5170,41830,16273.23418282,14163.7408628248,30436.9750456448,11103.23418282,2.1476275015125728,-27666.2591371752,-0.6613975409317523,-16563.0249543552,-0.35240478626287663,0
2013,13,Weaver,147000,145530,1470,204609.185188125,46947.9979712479,251557.183159373,59079.185188125004,0.4059588070372088,45477.9979712479,30.93741358588293,104557.183159373,0.7112733548256667,1
2014,13,Weaver,323000,290700,32300,113627.011228138,25468.1232063068,139095.134434445,-177072.988771862,-0.6091262083655383,-6831.876793693202,-0.2115132134270341,-183904.865565555,-0.5693649088716873,2
2015,13,Weaver,346000,273340,72660,532.163483013307,10888.8835755031,11421.0470585164,-272807.8365169867,-0.998053107913173,-61771.1164244969,-0.8501392296242347,-334578.9529414836,-0.966991193472496,3
2016,13,Weaver,8000,4960,3040,1020.1554543142,21.2532386315459,1041.40869294575,-3939.8445456858,-0.7943234971140726,-3018.746761368454,-0.9930088030817282,-6958.59130705425,-0.8698239133817812,0
2017,13,Weaver,186000,180420,5580,62623.256955105,635.769106143198,63259.0260612482,-117796.743044895,-0.6529029101257898,-4944.230893856802,-0.886062884203728,-122740.97393875179,-0.6598977093481279,1
2018,13,Weaver,150000,91500,58500,20943.4984147821,30061.7562280206,51005.2546428026,-70556.50158521789,-0.7711093069422721,-28438.2437719794,-0.486123825162041,-98994.74535719739,-0.6599649690479826,2
2019,13,Weaver,27000,11070,15930,2571.26930004481,1037.1946009398,3608.46390098461,-8498.730699955191,-0.7677263504927905,-14892.8053990602,-0.9348904833057251,-23391.53609901539,-0.8663531888524219,3
2020,13,Weaver,1000,700,300,2200,1000,3200,1500,2.142857142857143,700,2.3333333333333335,2200,2.2,0
2009,14,Upper Barriere(Fennell),34000,28900,5100,906.212079201031,671.846886304212,1578.05896550524,-27993.787920798968,-0.9686431806504833,-4428.153113695788,-0.8682653164109388,-32421.94103449476,-0.9535865010145518,1
2010,14,Upper Barriere(Fennell),31000,31000,0,18953.2809921997,626.554743543791,19579.8357357435,-12046.7190078003,-0.3886038389613,626.554743543791,Inf,-11420.164264256498,-0.36839239562117737,2
2011,14,Upper Barriere(Fennell),25000,18000,7000,4838.56232956964,11740.629182044,16579.1915116136,-13161.437670430361,-0.7311909816905756,4740.629182044,0.677232740292,-8420.8084883864,-0.336832339535456,3
2012,14,Upper Barriere(Fennell),12000,3960,8040,7874.37149738725,379.487783006614,8253.85928039386,3914.37149738725,0.9884776508553662,-7660.512216993386,-0.9528000269892271,-3746.140719606139,-0.3121783933005116,0
2013,14,Upper Barriere(Fennell),9000,7020,1980,6744.02486689094,706.516890817146,7450.54175770808,-275.97513310906015,-0.039312697024082646,-1273.4831091828542,-0.6431732874660879,-1549.4582422919202,-0.17216202692132446,1
2014,14,Upper Barriere(Fennell),24000,19920,4080,22187.3476684557,1599.08812024906,23786.4357887048,2267.347668455699,0.113822674119262,-2480.91187975094,-0.6080666371938579,-213.56421129520095,-0.008898508803966707,2
2015,14,Upper Barriere(Fennell),27000,21870,5130,1324.43458428695,1655.54323035869,2979.97781464563,-20545.56541571305,-0.9394405768501622,-3474.45676964131,-0.6772820213725751,-24020.02218535437,-0.8896304513094211,3
2016,14,Upper Barriere(Fennell),14000,8540,5460,2087.01929576359,213.631896416746,2300.65119218034,-6452.98070423641,-0.7556183494422026,-5246.368103583254,-0.960873279044552,-11699.34880781966,-0.8356677719871186,0
2017,14,Upper Barriere(Fennell),14000,12320,1680,448.429743801324,370.441962270659,818.871706071984,-11871.570256198676,-0.9636014818343082,-1309.5580377293409,-0.7794988319817505,-13181.128293928015,-0.9415091638520011,1
2018,14,Upper Barriere(Fennell),25000,20000,5000,6270.36962253974,365.771561314818,6636.14118385456,-13729.63037746026,-0.686481518873013,-4634.2284386851825,-0.9268456877370365,-18363.85881614544,-0.7345543526458176,2
2019,14,Upper Barriere(Fennell),10000,8300,1700,136.350172059779,539.720177719604,676.070349779383,-8163.649827940221,-0.9835722684265327,-1160.279822280396,-0.68251754251788,-9323.929650220616,-0.9323929650220616,3
2020,14,Upper Barriere(Fennell),8000,5920,2080,707.017543859649,0,707.017543859649,-5212.982456140351,-0.8805713608345188,-2080,-1,-7292.982456140351,-0.911622807017544,0
2009,15,Scotch,32000,30720,1280,5761.49812290403,147.730721100103,5909.22884400413,-24958.50187709597,-0.8124512329783844,-1132.269278899897,-0.8845853741405445,-26090.77115599587,-0.815336598624871,1
2010,15,Scotch,265000,264000,1000,1006260.28393213,0,1006260.28393213,742260.28393213,2.8115919845914012,-1000,-1,741260.28393213,2.797208618611811,2
2011,15,Scotch,57000,26220,30780,48655.545546394,22199.0926555423,70854.6382019362,22435.545546394,0.8556653526466057,-8580.9073444577,-0.27878191502461663,13854.638201936206,0.24306382810414398,3
2012,15,Scotch,300,249,51,4810.05453255759,1020.31459781525,5830.36913037283,4561.05453255759,18.317488082560605,969.31459781525,19.006168584612745,5530.36913037283,18.434563767909435,0
2013,15,Scotch,17000,17000,0,45358.6063441218,618.526450147116,45977.1327942689,28358.6063441218,1.668153314360106,618.526450147116,Inf,28977.132794268902,1.7045372231922884,1
2014,15,Scotch,1542000,1542000,0,384091.703660719,2170.0096252018,386261.713285921,-1157908.296339281,-0.7509132920488203,2170.0096252018,Inf,-1155738.2867140789,-0.7495060225123727,2
2015,15,Scotch,185000,151700,33300,8020.33562036719,6122.39360333373,14142.7292237009,-143679.6643796328,-0.9471302859567093,-27177.60639666627,-0.8161443362362243,-170857.2707762991,-0.9235528150070221,3
2016,15,Scotch,12000,12000,0,1988.65833572546,326.009563233682,2314.66789895914,-10011.34166427454,-0.8342784720228783,326.009563233682,Inf,-9685.33210104086,-0.8071110084200717,0
2017,15,Scotch,9000,8910,90,7105.12998444777,109.309692068427,7214.4396765162,-1804.8700155522301,-0.2025667806455926,19.309692068426997,0.2145521340936333,-1785.5603234838,-0.1983955914982,1
2018,15,Scotch,330000,316800,13200,228377.542498799,0,228377.542498799,-88422.45750120099,-0.27911129261742734,-13200,-1,-101622.45750120099,-0.3079468409127303,2
2019,15,Scotch,19000,15580,3420,1676.96423571236,2203.79904088598,3880.76327659833,-13903.03576428764,-0.8923642980929166,-1216.20095911402,-0.35561431553041517,-15119.236723401671,-0.7957493012316669,3
2020,15,Scotch,4000,2800,1200,924.561403508772,54.3859649122807,978.947368421052,-1875.438596491228,-0.6697994987468672,-1145.6140350877192,-0.9546783625730993,-3021.052631578948,-0.755263157894737,0
2009,16,Gates,74000,66600,7400,14037.5522870078,8460.99041956633,22498.5427065741,-52562.4477129922,-0.7892259416365195,1060.9904195663294,0.14337708372517965,-51501.457293425905,-0.69596563910035,1
2010,16,Gates,9000,7000,2000,24855.7530305688,872.131685283115,25727.8847158519,17855.7530305688,2.550821861509829,-1127.868314716885,-0.5639341573584424,16727.8847158519,1.8586538573168776,2
2011,16,Gates,17000,13940,3060,106460.375834211,13639.0517082975,120099.427542508,92520.375834211,6.637042742769799,10579.0517082975,3.457206440620098,103099.427542508,6.064672208382824,3
2012,16,Gates,12000,11040,960,66800.6320757983,1192.86842992497,67993.5005057233,55760.632075798305,5.050781890923759,232.8684299249701,0.24257128117184384,55993.50050572331,4.666125042143609,0
2013,16,Gates,67000,64320,2680,101428.174871585,10513.8961757131,111942.071047298,37108.174871585,0.5769305794711598,7833.8961757131,2.9230955879526492,44942.071047298,0.6707771798104178,1
2014,16,Gates,79000,64780,14220,33061.3259618043,16003.0886304478,49064.4145922521,-31718.6740381957,-0.4896368329452871,1783.0886304478008,0.1253930119864839,-29935.5854077479,-0.37893146085756835,2
2015,16,Gates,141000,126900,14100,33787.8420624732,4139.57005401162,37927.4121164848,-93112.15793752679,-0.7337443493894941,-9960.42994598838,-0.7064134713466936,-103072.5878835152,-0.7310112615852141,3
2016,16,Gates,76000,60800,15200,21155.5509521577,547.126317728215,21702.6772698859,-39644.449047842296,-0.6520468593395115,-14652.873682271786,-0.9640048475178806,-54297.3227301141,-0.7144384569751856,0
2017,16,Gates,49000,44100,4900,8551.42949533468,1524.01713778242,10075.4466331171,-35548.57050466532,-0.806090034119395,-3375.98286221758,-0.6889760943301184,-38924.5533668829,-0.7943786401404673,1
2018,16,Gates,38000,28880,9120,8408.45200996316,4451.53341703932,12859.9854270025,-20471.547990036837,-0.7088486146134639,-4668.46658296068,-0.5118932656755132,-25140.014572997497,-0.6615793308683552,2
2019,16,Gates,41000,34030,6970,12479.357894076,1086.17519732926,13565.5330914053,-21550.642105924002,-0.6332836352019983,-5883.82480267074,-0.8441642471550559,-27434.466908594703,-0.6691333392340172,3
2020,16,Gates,15000,12600,2400,7633.87978142076,901.639344262295,8535.51912568306,-4966.12021857924,-0.3941365252840667,-1498.360655737705,-0.6243169398907104,-6464.48087431694,-0.4309653916211293,0
2009,17,Nadina,73000,46720,26280,11562.5997562355,18897.4647998386,30460.064556074,-35157.400243764496,-0.7525128476833154,-7382.535200161401,-0.2809183866119255,-42539.935443926,-0.5827388416976165,1
2010,17,Nadina,30000,28000,2000,43344.0462396138,4655.47163314371,47999.5178727575,15344.046239613803,0.5480016514147786,2655.4716331437103,1.3277358165718551,17999.517872757497,0.5999839290919166,2
2011,17,Nadina,15000,6000,9000,10326.3263367957,21570.5483479732,31896.8746847689,4326.326336795701,0.7210543894659501,12570.5483479732,1.3967275942192443,16896.8746847689,1.1264583123179266,3
2012,17,Nadina,70000,67900,2100,85993.6942738019,1162.07694964597,87155.7712234479,18093.6942738019,0.26647561522535934,-937.92305035403,-0.4466300239781095,17155.771223447897,0.24508244604925566,0
2013,17,Nadina,44000,29040,14960,17161.5523106106,5140.90553798027,22302.4578485909,-11878.447689389399,-0.40903745486878096,-9819.09446201973,-0.6563565816858108,-21697.5421514091,-0.49312595798657044,1
2014,17,Nadina,109000,102460,6540,143206.767426564,5496.20855794915,148702.975984513,40746.76742656401,0.39768463231079454,-1043.7914420508496,-0.15960113792826447,39702.975984513,0.3642474860964496,2
2015,17,Nadina,31000,6820,24180,9066.90201779826,77794.0193127091,86860.9213305073,2246.90201779826,0.3294577738707126,53614.019312709104,2.217287812767126,55860.921330507306,1.801965204209913,3
2016,17,Nadina,90000,88200,1800,42700.8341275469,1094.89318275761,43795.7273103045,-45499.1658724531,-0.515863558644593,-705.10681724239,-0.3917260095791055,-46204.2726896955,-0.5133808076632833,0
2017,17,Nadina,67000,48240,18760,3524.33628004204,3651.11096637449,7175.44724641653,-44715.663719957956,-0.9269416194021135,-15108.88903362551,-0.8053778802572233,-59824.55275358347,-0.8929037724415443,1
2018,17,Nadina,153000,142290,10710,406820.52948799,6914.79653520662,413735.326023196,264530.52948799,1.859094310829925,-3795.2034647933797,-0.35436073434111853,260735.326023196,1.7041524576679477,2
2019,17,Nadina,129000,82560,46440,1945.68309260083,80634.6136437547,82580.2967363555,-80614.31690739917,-0.9764331020760559,34194.613643754696,0.7363181232505318,-46419.70326364449,-0.35984266095848444,3
2020,17,Nadina,72000,72000,0,17722.5806451613,991.935483870968,18714.5161290323,-54277.4193548387,-0.7538530465949819,991.935483870968,Inf,-53285.4838709677,-0.7400761648745514,0
2009,18,Pitt,124000,32240,91760,1726.48465018704,30713.2532506959,32439.7379008829,-30513.51534981296,-0.9464489872770768,-61046.746749304104,-0.6652871267360952,-91560.2620991171,-0.7383892104767508,1
2010,18,Pitt,26000,25000,1000,12711.2631320648,6609.85682867367,19321.1199607384,-12288.7368679352,-0.491549474717408,5609.85682867367,5.60985682867367,-6678.880039261599,-0.2568800015100615,2
2011,18,Pitt,118000,33040,84960,11429.4169029168,54326.8387852928,65756.2556882096,-21610.5830970832,-0.654073338289443,-30633.1612147072,-0.3605598071410923,-52243.744311790404,-0.44274359586263057,3
2012,18,Pitt,35000,3150,31850,14412.4153707264,69777.1817338827,84189.5971046091,11262.4153707264,3.5753699589607617,37927.181733882695,1.190806333873868,49189.5971046091,1.4054170601316887,0
2013,18,Pitt,15000,13050,1950,9166.23352859611,65538.5697294621,74704.8032580583,-3883.7664714038892,-0.2976066261612176,63588.569729462106,32.6095229381857,59704.803258058295,3.9803202172038863,1
2014,18,Pitt,73000,16790,56210,18780.5964122167,48292.9622028428,67073.5586150595,1990.5964122166988,0.11855845218681947,-7917.037797157202,-0.14084749683610037,-5926.4413849404955,-0.08118412856082871,2
2015,18,Pitt,79000,29230,49770,26530.6188218481,28122.455951159,54653.0747730071,-2699.3811781519,-0.0923496810862778,-21647.544048841,-0.43495165860640944,-24346.9252269929,-0.3081889269239607,3
2016,18,Pitt,90000,18000,72000,8544.31906954889,70107.2333911704,78651.5524607193,-9455.68093045111,-0.5253156072472839,-1892.7666088295955,-0.026288425122633272,-11348.447539280707,-0.1260938615475634,0
2017,18,Pitt,84000,10920,73080,823.959606099755,46965.6975476861,47789.6571537858,-10096.040393900244,-0.9245458236172385,-26114.302452313903,-0.357338566670962,-36210.3428462142,-0.43107551007397854,1
2018,18,Pitt,53000,5830,47170,1776.49115124607,25334.3085916831,27110.7997429292,-4053.5088487539297,-0.695284536664482,-21835.6914083169,-0.46291480619709346,-25889.2002570708,-0.48847547654850565,2
2019,18,Pitt,34000,9520,24480,924.608279951763,4303.22409228298,5227.83237223475,-8595.391720048237,-0.902877281517672,-20176.77590771702,-0.8242147021126234,-28772.16762776525,-0.8462402243460369,3
2020,18,Pitt,41000,14760,26240,5877.55102040816,3122.44897959184,9000,-8882.44897959184,-0.60179193628671,-23117.55102040816,-0.8810042309606768,-32000,-0.7804878048780488,0
2009,19,Harrison,69000,58650,10350,10133.0589960427,390122.771347643,400255.830343686,-48516.9410039573,-0.8272283206130826,379772.771347643,36.6930213862457,331255.830343686,4.800809135415739,1
2010,19,Harrison,195000,195000,0,998153.341443374,304890.475204521,1303043.8166479,803153.341443374,4.118735084324995,304890.475204521,Inf,1108043.8166479,5.6822759828097436,2
2011,19,Harrison,380000,342000,38000,1334057.50210863,58002.5000916795,1392060.00220031,992057.50210863,2.9007529301421933,20002.500091679503,0.5263815813599869,1012060.0022003099,2.663315795263973,3
2012,19,Harrison,83000,39010,43990,118879.72832539,25216.9120690221,144096.640394412,79869.72832539,2.0474167732732633,-18773.0879309779,-0.42675807981309166,61096.64039441201,0.7361041011374941,0
2013,19,Harrison,82000,82000,0,149629.04146739,229787.456539207,379416.498006597,67629.04146739,0.8247444081389024,229787.456539207,Inf,297416.498006597,3.6270304634950854,1
2014,19,Harrison,473000,321640,151360,1008896.40049355,47199.8316020375,1056096.23209559,687256.40049355,2.1367255331847717,-104160.1683979625,-0.6881617890985894,583096.2320955901,1.2327615900541016,2
2015,19,Harrison,1414000,1272600,141400,170603.79165014,14563.7383115973,185167.529961737,-1101996.20834986,-0.8659407577792394,-126836.2616884027,-0.8970032651230743,-1228832.4700382631,-0.8690470085136232,3
2016,19,Harrison,176000,47520,128480,90970.661555979,9635.52178474544,100606.183340724,43450.66155597899,0.9143657734844064,-118844.47821525455,-0.9250037220988057,-75393.816659276,-0.4283739582913409,0
2017,19,Harrison,251000,40160,210840,66556.3870286691,1530.03188571653,68086.4189143857,26396.387028669094,0.6572805535027165,-209309.96811428346,-0.9927431612326099,-182913.5810856143,-0.7287393668749574,1
2018,19,Harrison,87000,5220,81780,37743.5375089622,2478.68007521543,40222.2175841776,32523.537508962203,6.230562741180498,-79301.31992478458,-0.9696908770455439,-46777.7824158224,-0.5376756599519816,2
2019,19,Harrison,293000,167010,125990,3039.25860340607,7619.27238086506,10658.5309842711,-163970.74139659392,-0.9818019363905989,-118370.72761913494,-0.9395247846585835,-282341.4690157289,-0.9636227611458325,3
2020,19,Harrison,168000,137760,30240,53454.3080939948,5545.69190600522,59000,-84305.6919060052,-0.6119751154617102,-24694.30809399478,-0.8166107173940073,-109000,-0.6488095238095238,0
2009,21,Misc(EShu),6000,4320,1680,2998.95234612902,408.33869628019,3407.29104240921,-1321.04765387098,-0.3057980680256898,-1271.66130371981,-0.7569412522141725,-2592.70895759079,-0.432118159598465,1
2010,21,Misc(EShu),134000,134000,0,682204.547030898,256.011562243749,682460.558593142,548204.547030898,4.0910787091858065,256.011562243749,Inf,548460.558593142,4.092989243232402,2
2011,21,Misc(EShu),41000,34850,6150,12142.4860621141,21098.5478709615,33241.0339330756,-22707.513937885902,-0.651578592191848,14948.547870961502,2.4306581904002442,-7758.966066924397,-0.18924307480303407,3
2012,21,Misc(EShu),6000,3360,2640,1859.47932274054,56.8365161201613,1916.3158388607,-1500.52067725946,-0.44658353489864877,-2583.1634838798386,-0.978471016621151,-4083.6841611393,-0.68061402685655,0
2013,21,Misc(EShu),13000,13000,0,20395.5281994871,360.063639167043,20755.5918386541,7395.5281994871,0.5688867845759308,360.063639167043,Inf,7755.591838654102,0.5965839875887771,1
2014,21,Misc(EShu),982000,982000,0,775186.178148343,1297.07427768926,776483.252426032,-206813.821851657,-0.21060470656991548,1297.07427768926,Inf,-205516.74757396802,-0.20928385699996743,2
2015,21,Misc(EShu),164000,60680,103320,27289.8732087466,8443.26025881931,35733.1334675659,-33390.126791253395,-0.5502657678189419,-94876.73974118069,-0.9182804852998518,-128266.8665324341,-0.7821150398319152,3
2016,21,Misc(EShu),8000,2000,6000,387.988696639294,96.1405933615249,484.129290000819,-1612.011303360706,-0.806005651680353,-5903.859406638475,-0.9839765677730792,-7515.870709999181,-0.9394838387498976,0
2017,21,Misc(EShu),7000,7000,0,2420.2030542234,37.7819209916669,2457.98497521506,-4579.796945776599,-0.6542567065395142,37.7819209916669,Inf,-4542.01502478494,-0.6488592892549914,1
2018,21,Misc(EShu),956000,956000,0,864838.787713932,326.764046683043,865165.551760615,-91161.21228606801,-0.09535691661722595,326.764046683043,Inf,-90834.44823938503,-0.09501511322111406,2
2019,21,Misc(EShu),156000,62400,93600,2316.48359032263,2843.74550620761,5160.22909653024,-60083.51640967737,-0.9628768655397015,-90756.2544937924,-0.9696181035661581,-150839.77090346976,-0.9669216083555754,3
2020,21,Misc(EShu),7000,770,6230,380.701754385965,0,380.701754385965,-389.298245614035,-0.5055821371610845,-6230,-1,-6619.298245614035,-0.9456140350877194,0
2009,22,Misc(Taseko+N.Thomp.Trib),13000,11440,1560,1493.79803204181,1039.92710350165,2533.72513554346,-9946.20196795819,-0.8694232489473942,-520.07289649835,-0.3333800618579167,-10466.27486445654,-0.8050980664966569,1
2010,22,Misc(Taseko+N.Thomp.Trib),14000,13720,280,3664.8269360419,71.9988860797345,3736.82582212164,-10055.1730639581,-0.7328843341077332,-208.00111392026548,-0.7428611211438053,-10263.17417787836,-0.7330838698484543,2
2011,22,Misc(Taseko+N.Thomp.Trib),11000,4950,6050,1893.22381114066,2136.63821787435,4029.86202901501,-3056.77618885934,-0.6175305432039071,-3913.36178212565,-0.6468366582025867,-6970.13797098499,-0.6336489064531808,3
2012,22,Misc(Taseko+N.Thomp.Trib),3000,1500,1500,1462.02084762187,406.386644509703,1868.40749213158,-37.97915237813004,-0.02531943491875336,-1093.613355490297,-0.7290755703268647,-1131.59250786842,-0.37719750262280666,0
2013,22,Misc(Taseko+N.Thomp.Trib),1000,500,500,4241.32463708799,833.991678629751,5075.31631571774,3741.3246370879897,7.482649274175979,333.99167862975105,0.6679833572595021,4075.3163157177396,4.07531631571774,1
2014,22,Misc(Taseko+N.Thomp.Trib),6000,3000,3000,2853.24280595317,994.80378651929,3848.04659247246,-146.75719404683014,-0.04891906468227671,-2005.19621348071,-0.6683987378269033,-2151.95340752754,-0.35865890125459,2
2015,22,Misc(Taseko+N.Thomp.Trib),7000,5010,1990,2652.74466381535,422.120484849839,3074.86514866519,-2357.25533618465,-0.47051004714264466,-1567.879515150161,-0.7878791533417895,-3925.13485133481,-0.5607335501906872,3
2016,22,Misc(Taseko+N.Thomp.Trib),3000,1500,1500,1000.23413230471,343.556546328717,1343.79067863343,-499.76586769529,-0.33317724513019337,-1156.443453671283,-0.770962302447522,-1656.20932136657,-0.5520697737888567,0
2017,22,Misc(Taseko+N.Thomp.Trib),8500,8500,0,966.222316326573,1455.40651004806,2421.62882637463,-7533.7776836734265,-0.8863267863145208,1455.40651004806,Inf,-6078.37117362537,-0.7151024910147494,1
2018,22,Misc(Taseko+N.Thomp.Trib),7000,4270,2730,472.674513033842,111.306942128087,583.981455161929,-3797.3254869661578,-0.8893033927321212,-2618.693057871913,-0.959228226326708,-6416.018544838071,-0.9165740778340101,2
2019,22,Misc(Taseko+N.Thomp.Trib),8000,6220,1780,300.772786813437,249.739137065309,550.511923878746,-5919.227213186563,-0.9516442464930166,-1530.260862934691,-0.8596971140082533,-7449.488076121254,-0.9311860095151568,3
2020,22,Misc(Taseko+N.Thomp.Trib),2900,1696,1204,300.546448087432,240.437158469945,540.983606557377,-1395.453551912568,-0.8227910093824103,-963.562841530055,-0.8003013633970557,-2359.0163934426228,-0.8134539287733182,0
2009,23,Misc(Chilliwack),44000,9240,34760,1139.88065742456,6881.50174667422,8021.38240409878,-8100.11934257544,-0.8766362924865195,-27878.49825332578,-0.8020281430761156,-35978.61759590122,-0.8176958544523004,1
2010,23,Misc(Chilliwack),2000,1740,260,3570.27338207372,79.3394084905272,3649.61279056425,1830.2733820737199,1.0518812540653562,-180.6605915094728,-0.6948484288825877,1649.6127905642502,0.8248063952821251,2
2011,23,Misc(Chilliwack),9000,8010,990,6167.44281639653,319.005662917062,6486.4484793136,-1842.5571836034696,-0.23003210781566413,-670.994337082938,-0.6777720576595334,-2513.5515206864,-0.2792835022984889,3
2012,23,Misc(Chilliwack),127000,124460,2540,187793.732674781,24231.4493773911,212025.182052172,63333.732674781,0.5088681719008598,21691.4493773911,8.539940699760276,85025.182052172,0.6694896224580472,0
2013,23,Misc(Chilliwack),57000,14250,42750,5323.37394911403,12284.7091133401,17608.0830624541,-8926.62605088597,-0.6264298983077874,-30465.2908866599,-0.7126383833136819,-39391.9169375459,-0.6910862620622088,1
2014,23,Misc(Chilliwack),14000,8960,5040,4506.6826508981,1723.14336651986,6229.82601741796,-4453.3173491019,-0.49702202556940844,-3316.85663348014,-0.6581064748968531,-7770.17398258204,-0.5550124273272885,2
2015,23,Misc(Chilliwack),18000,14940,3060,8677.27169417278,1061.24905612185,9738.52075029463,-6262.7283058272205,-0.4191919883418488,-1998.75094387815,-0.6531865829667157,-8261.47924970537,-0.4589710694280761,3
2016,23,Misc(Chilliwack),138000,136620,1380,64441.5053812861,2196.86950163475,66638.3748829208,-72178.4946187139,-0.5283157269705306,816.8695016347501,0.5919344214744566,-71361.6251170792,-0.5171132254860811,0
2017,23,Misc(Chilliwack),78000,11700,66300,991.885455588051,8797.59273652011,9789.47819210816,-10708.114544411948,-0.9152234653343546,-57502.407263479894,-0.8673062935668159,-68210.52180789184,-0.8744938693319467,1
2018,23,Misc(Chilliwack),11000,5170,5830,2781.31606171702,103.011705989519,2884.32776770654,-2388.68393828298,-0.4620278410605377,-5726.988294010481,-0.9823307536896193,-8115.67223229346,-0.7377883847539509,2
2019,23,Misc(Chilliwack),8000,6800,1200,878.531453584655,647.448899229279,1525.98035281393,-5921.468546415345,-0.8708041980022567,-552.551100770721,-0.46045925064226745,-6474.01964718607,-0.8092524558982588,3
2020,23,Misc(Chilliwack),39000,37050,1950,24855.7142857143,544.285714285714,25400,-12194.2857142857,-0.3291305186042024,-1405.714285714286,-0.720879120879121,-13600,-0.3487179487179487,0
2009,24,Misc(Nahatlatch),7000,7000,0,663.872611320924,2467.77876939018,3131.6513807111,-6336.127388679076,-0.9051610555255822,2467.77876939018,Inf,-3868.3486192889,-0.5526212313269857,1
2010,24,Misc(Nahatlatch),4000,3000,1000,7804.76828861369,821.93146401214,8626.69975262583,4804.76828861369,1.6015894295378967,-178.06853598785995,-0.17806853598785993,4626.699752625829,1.1566749381564574,2
2011,24,Misc(Nahatlatch),16000,15040,960,5276.42876605791,9177.37213111545,14453.8008971734,-9763.57123394209,-0.6491736192780645,8217.37213111545,8.559762636578593,-1546.1991028266002,-0.09663744392666251,3
2012,24,Misc(Nahatlatch),5000,1000,4000,5628.32348739707,1117.77850670376,6746.10199410083,4628.32348739707,4.628323487397069,-2882.2214932962397,-0.72055537332405994,1746.1019941008299,0.349220398820166,0
2013,24,Misc(Nahatlatch),3000,2010,990,660.301676442175,2303.81256866917,2964.11424511135,-1349.698323557825,-0.6714917032625995,1313.81256866917,1.3270834026961313,-35.8857548886499,-0.011961918296216633,1
2014,24,Misc(Nahatlatch),19000,16910,2090,7821.7336447095,5355.36527397573,13177.0989186852,-9088.2663552905,-0.5374492226664991,3265.36527397573,1.5623757291749905,-5822.9010813148,-0.30646847796393684,2
2015,24,Misc(Nahatlatch),27000,21060,5940,4476.99880663935,2501.1896824393302,6978.18848907868,-16583.00119336065,-0.787416960748369,-3438.81031756067,-0.5789242958856347,-20021.81151092132,-0.7415485744785675,3
2016,24,Misc(Nahatlatch),14000,7000,7000,2006.87823540246,3142.7004429135,5149.57867831596,-4993.12176459754,-0.71330310922822,-3857.2995570865,-0.5510427938695001,-8850.42132168404,-0.63217295154886,0
2017,24,Misc(Nahatlatch),7000,4970,2030,1250.86929531881,1945.37428949367,3196.24358481248,-3719.13070468119,-0.7483160371591931,-84.62571050633005,-0.04168754212134485,-3803.75641518752,-0.5433937735982172,1
2018,24,Misc(Nahatlatch),13000,11440,1560,2663.64957783216,4571.85060770947,7235.50018554163,-8776.35042216784,-0.7671634984412448,3011.85060770947,1.9306734664804295,-5764.49981445837,-0.4434230626506438,2
2019,24,Misc(Nahatlatch),12000,7800,4200,918.322254239997,852.388396196363,1770.71065043636,-6881.677745760003,-0.8822663776615388,-3347.611603803637,-0.7970503818580088,-10229.28934956364,-0.8524407791303034,3
2020,24,Misc(Nahatlatch),8000,4960,3040,1322.4043715847,240.437158469945,1562.84153005464,-3637.5956284153,-0.7333862154063104,-2799.562841530055,-0.9209088294506759,-6437.15846994536,-0.80464480874317,0
2009,25,Misc (N. Thomp. River),226000,194360,31640,32366.9384901245,4623.84835573207,36990.7868458565,-161993.0615098755,-0.8334691372189519,-27016.15164426793,-0.8538606714370396,-189009.2131541435,-0.8363239520094845,1
2010,25,Misc (N. Thomp. River),48000,42240,5760,50795.9103871217,13367.3448387162,64163.2552258379,8555.910387121701,0.202554696664813,7607.344838716201,1.320719590054896,16163.2552258379,0.3367344838716229,2
2011,25,Misc (N. Thomp. River),87000,57420,29580,50178.0070302476,79169.7444255018,129347.751455749,-7241.9929697523985,-0.1261231795498502,49589.744425501805,1.6764619481237932,42347.75145574901,0.486755763859184,3
2012,25,Misc (N. Thomp. River),24000,6960,17040,27847.3386027748,27847.3386027748,55694.6772055496,20887.3386027748,3.001054396950402,10807.338602774798,0.6342334860783332,31694.677205549597,1.3206115502312332,0
