retyr,popID,p50,model,age,obs
2020,2,0.513502015625,TSA,99,34000
2020,3,0.455378703125,TSA,99,20000
2020,4,0.03560975,TSA,99,1785.48387096774
2020,5,0.030590875,TSA,99,2831.4606741573
2020,6,1.2634785,TSA,99,1000
2020,7,1.3797078125,TSA,99,65506.3291139241
2020,8,0.138426859375,TSA,99,1033.33333333333
2020,9,2.28742478125,TSA,99,76.9230769230769
2020,10,0.32255696875,TSA,99,10514.7058823529
2020,13,0.328086652173913,TSA,99,3200
2020,14,0.0226377111111111,TSA,99,707.017543859649
2020,15,0.11132184375,TSA,99,978.947368421052
2020,16,0.0527976136363636,TSA,99,8535.51912568306
2020,17,0.0774177435897436,TSA,99,18714.5161290323
2020,18,0.071086578125,TSA,99,9000
2019,1,0.094681,LLY,99,25916.7612504767
2019,2,0.328567,LLY,99,24567.5328126992
2019,3,0.399157,LLY,99,84592.4492141657
2019,4,0.019561,LLY,99,71.2021872187925
2019,5,0.013675,LLY,99,1671.58715142684
2019,6,2.139153,LLY,99,45168.2509426592
2019,7,1.601388,LLY,99,249750.576448187
2019,8,0.331935,LLY,99,2663.93290656547
2019,9,4.289887,LLY,99,13740.7119702702
2019,10,0.034845,LLY,99,4263.62910964696
2019,12,0.092793,LLY,99,1077.98305079012
2019,13,0.051005,LLY,99,3608.46390098461
2019,14,0.006636,LLY,99,676.070349779383
2019,15,0.228378,LLY,99,3880.76327659833
2019,16,0.01286,LLY,99,13565.5330914053
2019,17,0.413736,LLY,99,82580.2967363555
2019,18,0.02711,LLY,99,5227.83237223475
2019,1,0.028728,R1C,99,25916.7612504767
2019,2,0.038642,R1C,99,24567.5328126992
2019,3,0.171697,R1C,99,84592.4492141657
2019,4,0.008225,R1C,99,71.2021872187925
2019,5,0.023764,R1C,99,1671.58715142684
2019,6,0.066932,R1C,99,45168.2509426592
2019,7,0.865233,R1C,99,249750.576448187
2019,8,0.021024,R1C,99,2663.93290656547
2019,9,0.02977,R1C,99,13740.7119702702
2019,10,0.061113,R1C,99,4263.62910964696
2019,12,7.9e-5,R1C,99,1077.98305079012
2019,13,0.011421,R1C,99,3608.46390098461
2019,14,0.00298,R1C,99,676.070349779383
2019,15,0.014142,R1C,99,3880.76327659833
2019,16,0.037928,R1C,99,13565.5330914053
2019,17,0.086861,R1C,99,82580.2967363555
2019,18,0.054653,R1C,99,5227.83237223475
2019,1,0.026923,R2C,99,25916.7612504767
2019,2,0.0245515,R2C,99,24567.5328126992
2019,3,0.183426,R2C,99,84592.4492141657
2019,4,0.0096025,R2C,99,71.2021872187925
2019,5,0.0198315,R2C,99,1671.58715142684
2019,6,0.0938555,R2C,99,45168.2509426592
2019,7,1.130348,R2C,99,249750.576448187
2019,8,0.030593,R2C,99,2663.93290656547
2019,9,0.2040195,R2C,99,13740.7119702702
2019,10,0.21408,R2C,99,4263.62910964696
2019,12,0.002044,R2C,99,1077.98305079012
2019,13,0.173502,R2C,99,3608.46390098461
2019,14,0.00978,R2C,99,676.070349779383
2019,15,0.0424985,R2C,99,3880.76327659833
2019,16,0.0790135,R2C,99,13565.5330914053
2019,17,0.059379,R2C,99,82580.2967363555
2019,18,0.0602045,R2C,99,5227.83237223475
2019,1,0.153624625,RAC,99,25916.7612504767
2019,2,0.07768325,RAC,99,24567.5328126992
2019,3,0.5428465625,RAC,99,84592.4492141657
2019,4,0.07046675,RAC,99,71.2021872187925
2019,5,0.020407875,RAC,99,1671.58715142684
2019,6,0.1452978125,RAC,99,45168.2509426592
2019,7,1.49176725,RAC,99,249750.576448187
2019,8,0.1464203125,RAC,99,2663.93290656547
2019,9,1.2736695625,RAC,99,13740.7119702702
2019,10,0.3404185,RAC,99,4263.62910964696
2019,12,0.0229331333333333,RAC,99,1077.98305079012
2019,13,0.200373833333333,RAC,99,3608.46390098461
2019,14,0.029015,RAC,99,676.070349779383
2019,15,0.024502875,RAC,99,3880.76327659833
2019,16,0.0313422727272727,RAC,99,13565.5330914053
2019,17,0.0811855,RAC,99,82580.2967363555
2019,18,0.069195,RAC,99,5227.83237223475
2019,1,0.291618492063492,TSA,99,25916.7612504767
2019,2,0.521145476190476,TSA,99,24567.5328126992
2019,3,0.461740317460317,TSA,99,84592.4492141657
2019,4,0.0361705555555555,TSA,99,71.2021872187925
2019,5,0.0307258253968254,TSA,99,1671.58715142684
2019,6,1.28346577777778,TSA,99,45168.2509426592
2019,7,1.3971159047619,TSA,99,249750.576448187
2019,8,0.140609809523809,TSA,99,2663.93290656547
2019,9,2.32372033333333,TSA,99,13740.7119702702
2019,10,0.326890047619048,TSA,99,4263.62910964696
2019,13,0.335354333333333,TSA,99,3608.46390098461
2019,14,0.0230999090909091,TSA,99,676.070349779383
2019,15,0.114838193548387,TSA,99,3880.76327659833
2019,16,0.0535207441860465,TSA,99,13565.5330914053
2019,17,0.0783025263157895,TSA,99,82580.2967363555
2019,18,0.0709665079365079,TSA,99,5227.83237223475
2018,1,0.022297,LLY,99,94680.6857565703
2018,2,0.218098,LLY,99,328566.819888336
2018,3,0.116209,LLY,99,399157.118795273
2018,4,3.67e-4,LLY,99,19561.0119897054
2018,5,0.007067,LLY,99,13675.3574170195
2018,6,0.143703,LLY,99,2139152.84748446
2018,7,0.460559,LLY,99,1601387.80609958
2018,8,0.004671,LLY,99,331935.443619714
2018,9,0.027944,LLY,99,4289887.36610831
2018,10,0.021911,LLY,99,34844.7379124649
2018,12,0.001821,LLY,99,92792.7877518142
2018,13,0.063259,LLY,99,51005.2546428026
2018,14,8.18e-4,LLY,99,6636.14118385456
2018,15,0.007214,LLY,99,228377.542498799
2018,16,0.010075,LLY,99,12859.9854270025
2018,17,0.007175,LLY,99,413735.326023196
2018,18,0.04779,LLY,99,27110.7997429292
2018,1,0.127861,R1C,99,94680.6857565703
2018,2,0.313777,R1C,99,328566.819888336
2018,3,1.550477,R1C,99,399157.118795273
2018,4,0.022819,R1C,99,19561.0119897054
2018,5,0.052681,R1C,99,13675.3574170195
2018,6,2.519552,R1C,99,2139152.84748446
2018,7,2.854134,R1C,99,1601387.80609958
2018,8,0.272027,R1C,99,331935.443619714
2018,9,8.155534,R1C,99,4289887.36610831
2018,10,0.100649,R1C,99,34844.7379124649
2018,12,0.083764,R1C,99,92792.7877518142
2018,13,0.139095,R1C,99,51005.2546428026
2018,14,0.023786,R1C,99,6636.14118385456
2018,15,0.386262,R1C,99,228377.542498799
2018,16,0.049064,R1C,99,12859.9854270025
2018,17,0.148703,R1C,99,413735.326023196
2018,18,0.067074,R1C,99,27110.7997429292
2018,1,0.11591,R2C,99,94680.6857565703
2018,2,0.2484885,R2C,99,328566.819888336
2018,3,0.9722825,R2C,99,399157.118795273
2018,4,0.019001,R2C,99,19561.0119897054
2018,5,0.031159,R2C,99,13675.3574170195
2018,6,1.5628805,R2C,99,2139152.84748446
2018,7,3.6604635,R2C,99,1601387.80609958
2018,8,0.667829,R2C,99,331935.443619714
2018,9,12.744273,R2C,99,4289887.36610831
2018,10,0.204879,R2C,99,34844.7379124649
2018,12,0.127398,R2C,99,92792.7877518142
2018,13,0.185875,R2C,99,51005.2546428026
2018,14,0.021683,R2C,99,6636.14118385456
2018,15,0.696261,R2C,99,228377.542498799
2018,16,0.037396,R2C,99,12859.9854270025
2018,17,0.098351,R2C,99,413735.326023196
2018,18,0.0431975,R2C,99,27110.7997429292
2018,1,0.1256395,RAC,99,94680.6857565703
2018,2,0.23653025,RAC,99,328566.819888336
2018,3,0.6097189375,RAC,99,399157.118795273
2018,4,0.0252906875,RAC,99,19561.0119897054
2018,5,0.02347675,RAC,99,13675.3574170195
2018,6,1.141528625,RAC,99,2139152.84748446
2018,7,1.5501350625,RAC,99,1601387.80609958
2018,8,0.3515660625,RAC,99,331935.443619714
2018,9,7.799449375,RAC,99,4289887.36610831
2018,10,0.4416349375,RAC,99,34844.7379124649
2018,12,0.0758052666666667,RAC,99,92792.7877518142
2018,13,0.534579181818182,RAC,99,51005.2546428026
2018,14,0.0199361818181818,RAC,99,6636.14118385456
2018,15,0.388373875,RAC,99,228377.542498799
2018,16,0.0183605454545455,RAC,99,12859.9854270025
2018,17,0.0379927,RAC,99,413735.326023196
2018,18,0.0595611875,RAC,99,27110.7997429292
2018,1,0.295858661290323,TSA,99,94680.6857565703
2018,2,0.528927790322581,TSA,99,328566.819888336
2018,3,0.466418435483871,TSA,99,399157.118795273
2018,4,0.0366212903225806,TSA,99,19561.0119897054
2018,5,0.0308381129032258,TSA,99,13675.3574170195
2018,6,1.30308729032258,TSA,99,2139152.84748446
2018,7,1.40569466129032,TSA,99,1601387.80609958
2018,8,0.142538612903226,TSA,99,331935.443619714
2018,9,2.36071953225806,TSA,99,4289887.36610831
2018,10,0.331176774193548,TSA,99,34844.7379124649
2018,13,0.342716454545455,TSA,99,51005.2546428026
2018,14,0.0235678139534884,TSA,99,6636.14118385456
2018,15,0.118194733333333,TSA,99,228377.542498799
2018,16,0.053892,TSA,99,12859.9854270025
2018,17,0.0780712162162162,TSA,99,413735.326023196
