"Stock","MAE","MRE","MPE","RMSE","MAE_rank","absMAE_rank","absMPE_rank","RMSE_rank","Average_rank","Overall_rank","rel_rank_MAE","rel_rank_absMAE","rel_rank_absMPE","rel_rank_RMSE"
"Early Stuart",0.0566064503314426,0.0172749906539928,1.27106129345006,0.0715401349198252,17,13,24,13,16.75,16,0.404761904761905,0.30952380952381,0.571428571428571,0.30952380952381
"Early Stuart",0.0579127878454296,0.0339863100414155,0.714353479692209,0.0846288120610906,18,17,16,18,17.25,17,0.428571428571429,0.404761904761905,0.380952380952381,0.428571428571429
"Early Stuart",0.0559361302085626,0.0384409053179381,0.976215664385846,0.079179883408683,16,19,21,17,18.25,18,0.380952380952381,0.452380952380952,0.5,0.404761904761905
"Early Stuart",0.0597910277129747,0.0437510639857631,0.89785525248297,0.0941754558005507,19,23,18,21,20.25,19,0.452380952380952,0.547619047619048,0.428571428571429,0.5
"Early Stuart",0.060909663279069,0.044178426176022,0.960315514662574,0.0958379224487982,20,25,20,23,22,20,0.476190476190476,0.595238095238095,0.476190476190476,0.547619047619048
"Early Stuart",0.0700628669981093,0.0136245739873262,1.34315532591661,0.0953393865294676,30,10,28,22,22.5,21,0.714285714285714,0.238095238095238,0.666666666666667,0.523809523809524
"Early Stuart",0.0636193688768929,0.0434613324991931,1.30281059368009,0.0884447236435317,23,22,25,20,22.5,22,0.547619047619048,0.523809523809524,0.595238095238095,0.476190476190476
"Early Stuart",0.0656306410313033,0.0395613107157292,0.721015544630391,0.101260751213871,25,20,17,29,22.75,23,0.595238095238095,0.476190476190476,0.404761904761905,0.69047619047619
"Early Stuart",0.0633364064127145,0.0444663092023364,1.30599163418888,0.0863397668733337,22,26,26,19,23.25,24,0.523809523809524,0.619047619047619,0.619047619047619,0.452380952380952
"Early Stuart",0.0618466879792324,0.0429651523545795,1.33341821087129,0.0974465742162223,21,21,27,24,23.25,25,0.5,0.5,0.642857142857143,0.571428571428571
"Early Stuart",0.0697393091357564,0.0578786215961726,0.954677068787203,0.119879849967502,28,34,19,34,28.75,29,0.666666666666667,0.80952380952381,0.452380952380952,0.80952380952381
"Early Stuart",0.0699938552652975,0.050972170881187,1.43715788495818,0.097498096039539,29,30,32,25,29,30,0.69047619047619,0.714285714285714,0.761904761904762,0.595238095238095
"Early Stuart",0.0720010557807484,0.0525604387941363,1.45434579700097,0.101241548933083,32,32,33,28,31.25,32,0.761904761904762,0.761904761904762,0.785714285714286,0.666666666666667
"Early Stuart",0.0734651081285039,0.0520944847539301,1.40681705465593,0.106603087859359,33,31,30,31,31.25,33,0.785714285714286,0.738095238095238,0.714285714285714,0.738095238095238
"Early Stuart",0.0808308699676283,0.0617538226496267,1.54722753354581,0.12222246343843,35,36,36,35,35.5,35,0.833333333333333,0.857142857142857,0.857142857142857,0.833333333333333
"Early Stuart",0.0820117915260948,0.0610543079021243,1.52166613773597,0.124450312148288,36,35,35,36,35.5,36,0.857142857142857,0.833333333333333,0.833333333333333,0.857142857142857
"Early Stuart",0.0982433802736331,0.0878860369449291,2.0696182249522,0.149911756174301,37,38,38,37,37.5,37,0.880952380952381,0.904761904761905,0.904761904761905,0.880952380952381
"Early Stuart",0.0986686336722188,0.0869973380690136,2.05892807982616,0.152601448543173,38,37,37,38,37.5,38,0.904761904761905,0.880952380952381,0.880952380952381,0.904761904761905
"Early Stuart",0.113766663279046,0.1041255325023,2.52913463867023,0.17995585074782,39,39,39,39,39,39,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429
"Early Stuart",0.123336455179032,0.114621207614667,2.59828472644889,0.18070195944936,40,40,40,40,40,40,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952
"Early Stuart",0.236387645281965,0.225167097846453,6.10810196433145,0.361431851149079,42,41,41,42,41.5,41,1,0.976190476190476,0.976190476190476,1
"Early Stuart",0.231411543648869,0.231411543648869,7.24051636612604,0.238134219952038,41,42,42,41,41.5,42,0.976190476190476,1,1,0.976190476190476
"Late Stuart",0.0713626546173025,-0.00871156017029592,0.618412038593979,0.0855182553560624,1,1,3,1,1.5,1,0.0238095238095238,0.0238095238095238,0.0714285714285714,0.0238095238095238
"Late Stuart",0.0756750245570154,0.0294938971030247,0.677094876990245,0.120041430508417,2,4,4,3,3.25,2,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0714285714285714
"Late Stuart",0.0765109168497033,-0.0610999567524728,-0.179050205284366,0.113939057681259,3,6,2,2,3.25,3,0.0714285714285714,0.142857142857143,0.0476190476190476,0.0476190476190476
"Late Stuart",0.102839521639286,-0.0129090436574283,0.17131824397707,0.147059945877177,7,2,1,4,3.5,4,0.166666666666667,0.0476190476190476,0.0238095238095238,0.0952380952380952
"Late Stuart",0.096314784108694,0.0588467564078467,0.933586956592167,0.159461687573045,4,5,5,5,4.75,5,0.0952380952380952,0.119047619047619,0.119047619047619,0.119047619047619
"Late Stuart",0.0974246956890165,0.0622477383317361,1.14611598286174,0.174109288522899,5,7,7,7,6.5,6,0.119047619047619,0.166666666666667,0.166666666666667,0.166666666666667
"Late Stuart",0.101789963200361,0.0695434172255742,1.22694365986859,0.176044025870461,6,9,8,8,7.75,7,0.142857142857143,0.214285714285714,0.19047619047619,0.19047619047619
"Late Stuart",0.108658106853013,0.0757718175474171,1.31604785233987,0.190366856932717,8,10,9,12,9.75,8,0.19047619047619,0.238095238095238,0.214285714285714,0.285714285714286
"Late Stuart",0.108848164269114,0.0844621253205827,1.45236778163997,0.191984027945346,9,12,10,13,11,9,0.214285714285714,0.285714285714286,0.238095238095238,0.30952380952381
"Late Stuart",0.128124188818285,0.0841982304363581,1.60296515926164,0.178835137788103,13,11,12,9,11.25,10,0.30952380952381,0.261904761904762,0.285714285714286,0.214285714285714
"Late Stuart",0.122627870298295,0.102126247537194,1.68217642686841,0.187614062426376,11,13,13,10,11.75,11,0.261904761904762,0.30952380952381,0.30952380952381,0.238095238095238
"Late Stuart",0.119797615661091,0.107843662581965,1.74683053946598,0.187903112492242,10,14,15,11,12.5,12,0.238095238095238,0.333333333333333,0.357142857142857,0.261904761904762
"Late Stuart",0.14639030084552,0.0692951415112036,0.980450039355808,0.26350101999085,20,8,6,20,13.5,13,0.476190476190476,0.19047619047619,0.142857142857143,0.476190476190476
"Late Stuart",0.131112632591088,0.0196243971030247,2.85245426921968,0.161167467573587,15,3,33,6,14.25,14,0.357142857142857,0.0714285714285714,0.785714285714286,0.142857142857143
"Late Stuart",0.126846349026373,0.110616289783266,1.83616510783606,0.204392837025408,12,15,19,15,15.25,15,0.285714285714286,0.357142857142857,0.452380952380952,0.357142857142857
"Late Stuart",0.140573902076765,0.112412775857173,1.59230536293922,0.251169802949867,19,17,11,19,16.5,16,0.452380952380952,0.404761904761905,0.261904761904762,0.452380952380952
"Late Stuart",0.12955928940016,0.113250136458961,1.80314018425299,0.211405178985216,14,18,18,16,16.5,17,0.333333333333333,0.428571428571429,0.428571428571429,0.380952380952381
"Late Stuart",0.132643722371007,0.111200925573886,1.78974750002778,0.223454669201217,17,16,17,17,16.75,18,0.404761904761905,0.380952380952381,0.404761904761905,0.404761904761905
"Late Stuart",0.131489943367661,0.114440606567652,2.0546377715215,0.199453618972513,16,19,21,14,17.5,19,0.380952380952381,0.452380952380952,0.5,0.333333333333333
"Late Stuart",0.138097630930473,0.125642937281396,1.95179029181663,0.231500219680595,18,20,20,18,19,20,0.428571428571429,0.476190476190476,0.476190476190476,0.428571428571429
"Late Stuart",0.168706172888021,0.146310914467032,1.68438577273877,0.317845585827191,21,21,14,21,19.25,21,0.5,0.5,0.333333333333333,0.5
"Late Stuart",0.19318971042312,0.16279368008986,1.78116538834899,0.383507075821263,22,22,16,22,20.5,22,0.523809523809524,0.523809523809524,0.380952380952381,0.523809523809524
"Late Stuart",0.258986508691385,0.257350421187195,2.63509929135375,0.424812628109032,25,26,25,24,25,23,0.595238095238095,0.619047619047619,0.595238095238095,0.571428571428571
"Late Stuart",0.240057525714072,0.175122328285414,2.14114006998978,0.549017206111403,23,23,22,38,26.5,25,0.547619047619048,0.547619047619048,0.523809523809524,0.904761904761905
"Late Stuart",0.267612077913367,0.266439206168254,2.74279535703805,0.444319317110272,30,31,28,26,28.75,28,0.714285714285714,0.738095238095238,0.666666666666667,0.619047619047619
"Late Stuart",0.262261197730836,0.257519716355425,2.77047690951678,0.461133506154256,27,27,30,32,29,29,0.642857142857143,0.642857142857143,0.714285714285714,0.761904761904762
"Late Stuart",0.265796221514412,0.261326861994247,2.7476194998572,0.465465732814179,29,30,29,34,30.5,30,0.69047619047619,0.714285714285714,0.69047619047619,0.80952380952381
"Late Stuart",0.282714795239911,0.256069502365903,2.83060534152045,0.521116389430438,33,25,32,36,31.5,31,0.785714285714286,0.595238095238095,0.761904761904762,0.857142857142857
"Late Stuart",0.277754507603918,0.275483278123855,3.29367503807983,0.448252172159636,31,33,38,27,32.25,32,0.738095238095238,0.785714285714286,0.904761904761905,0.642857142857143
"Late Stuart",0.287525488415949,0.26655388091917,2.65585796341208,0.539643668337361,36,32,26,37,32.75,33,0.857142857142857,0.761904761904762,0.619047619047619,0.880952380952381
"Late Stuart",0.28574219554207,0.284836255256458,2.94279060956963,0.451481685389108,35,36,36,29,34,36,0.833333333333333,0.857142857142857,0.857142857142857,0.69047619047619
"Late Stuart",0.285364063747116,0.284951644463289,2.93008603518173,0.492906558792336,34,37,35,35,35.25,37,0.80952380952381,0.880952380952381,0.833333333333333,0.833333333333333
"Late Stuart",0.296564090139446,0.296564090139446,3.25648741678157,0.45403408467454,37,38,37,30,35.5,38,0.880952380952381,0.904761904761905,0.880952380952381,0.714285714285714
"Late Stuart",0.406321291915021,0.406321291915021,10.7585128355442,0.421025731369829,39,40,42,23,36,39,0.928571428571429,0.952380952380952,1,0.547619047619048
"Late Stuart",0.425947745405191,0.395645080089136,3.73554182483901,0.742206441244791,40,39,39,40,39.5,40,0.952380952380952,0.928571428571429,0.928571428571429,0.952380952380952
"Late Stuart",0.680355566393247,0.680355566393247,9.02307306411973,1.04299183800767,41,41,40,41,40.75,41,0.976190476190476,0.976190476190476,0.952380952380952,0.976190476190476
"Late Stuart",1.08519102325308,1.08519102325308,10.5696223872164,1.61807308638186,42,42,41,42,41.75,42,1,1,0.976190476190476,1
"Stellako",0.198435760895777,0.00499749969351122,1.65004619540625,0.363446537834907,2,2,5,8,4.25,1,0.0476190476190476,0.0476190476190476,0.119047619047619,0.19047619047619
"Stellako",0.189315265620707,-0.0892008039693487,0.748252977403141,0.349327255347389,1,14,1,4,5,2,0.0238095238095238,0.333333333333333,0.0238095238095238,0.0952380952380952
"Stellako",0.204206200902119,0.00768516703661129,1.67850397090081,0.369139970855974,3,3,8,11,6.25,3,0.0714285714285714,0.0714285714285714,0.19047619047619,0.261904761904762
"Stellako",0.20795305208673,0.00331706920636304,1.67509442600339,0.369554100225924,5,1,7,13,6.5,4,0.119047619047619,0.0238095238095238,0.166666666666667,0.30952380952381
"Stellako",0.205278521714726,0.0128491887390909,1.87929163264073,0.36582764434645,4,5,10,9,7,5,0.0952380952380952,0.119047619047619,0.238095238095238,0.214285714285714
"Stellako",0.208657001914522,0.0704453853017937,1.99939155009239,0.303732682616884,6,13,12,2,8.25,6,0.142857142857143,0.30952380952381,0.285714285714286,0.0476190476190476
"Stellako",0.216268163023485,0.0914405023363734,2.16076316142235,0.294988929876824,8,16,14,1,9.75,7,0.19047619047619,0.380952380952381,0.333333333333333,0.0238095238095238
"Stellako",0.21178521413538,-0.00959560843260278,1.66925510418003,0.399835901614254,7,4,6,27,11,8,0.166666666666667,0.0952380952380952,0.142857142857143,0.642857142857143
"Stellako",0.245955765494642,0.0897767037968976,2.32630306697418,0.332096103592583,10,15,16,3,11,9,0.238095238095238,0.357142857142857,0.380952380952381,0.0714285714285714
"Stellako",0.228914892511503,0.0130515720667233,1.55997322081207,0.40013300103262,9,6,4,28,11.75,10,0.214285714285714,0.142857142857143,0.0952380952380952,0.666666666666667
"Stellako",0.247716439828319,-0.0237282713595228,1.17686142861794,0.416582069307176,11,9,3,33,14,11,0.261904761904762,0.214285714285714,0.0714285714285714,0.785714285714286
"Stellako",0.256381102434271,0.0959855943826837,2.83435488614586,0.349375909370258,14,20,23,5,15.5,12,0.333333333333333,0.476190476190476,0.547619047619048,0.119047619047619
"Stellako",0.259974294954851,0.0937862617506149,2.79779606935936,0.359330809919249,15,18,22,7,15.5,13,0.357142857142857,0.428571428571429,0.523809523809524,0.166666666666667
"Stellako",0.269463423279364,0.0939842550684825,2.67432812048056,0.371954224304094,16,19,17,14,16.5,14,0.380952380952381,0.452380952380952,0.404761904761905,0.333333333333333
"Stellako",0.248829811321735,0.0467995870319865,2.01956722237161,0.406884156322499,13,11,13,30,16.75,15,0.30952380952381,0.261904761904762,0.30952380952381,0.714285714285714
"Stellako",0.281309370175279,0.0206514470667233,1.14712664777246,0.485469170683256,21,8,2,38,17.25,16,0.5,0.19047619047619,0.0476190476190476,0.904761904761905
"Stellako",0.248419840761154,0.0614325424979397,2.32015185795835,0.409461576849084,12,12,15,31,17.5,17,0.285714285714286,0.285714285714286,0.357142857142857,0.738095238095238
"Stellako",0.269526673119601,0.0925608356938698,2.78967356917471,0.375856039391642,17,17,21,15,17.5,18,0.404761904761905,0.404761904761905,0.5,0.357142857142857
"Stellako",0.272592345954014,0.102416326651295,2.77132121730906,0.369465714162479,19,21,20,12,18,19,0.452380952380952,0.5,0.476190476190476,0.285714285714286
"Stellako",0.271397722614755,0.114385320300389,2.8655800968693,0.349499435313347,18,25,24,6,18.25,20,0.428571428571429,0.595238095238095,0.571428571428571,0.142857142857143
"Stellako",0.281881771927243,0.110829871380882,2.74840035112198,0.380365867400677,22,23,19,18,20.5,22,0.523809523809524,0.547619047619048,0.452380952380952,0.428571428571429
"Stellako",0.286069420635472,0.121866557175387,2.71307528590074,0.381249562738544,23,29,18,19,22.25,23,0.547619047619048,0.69047619047619,0.428571428571429,0.452380952380952
"Stellako",0.288459717470076,0.119879178350321,3.10710130156245,0.375887529587407,24,28,26,16,23.5,24,0.571428571428571,0.666666666666667,0.619047619047619,0.380952380952381
"Stellako",0.379320644324275,0.0173090304000566,1.69123017668947,0.594264249542857,40,7,9,40,24,25,0.952380952380952,0.166666666666667,0.214285714285714,0.952380952380952
"Stellako",0.319869142653592,0.0389779516995823,1.89998334554145,0.520481869745121,36,10,11,39,24,26,0.857142857142857,0.238095238095238,0.261904761904762,0.928571428571429
"Stellako",0.294574713186281,0.126565120469741,3.21428781281468,0.386843811154382,26,31,28,21,26.5,28,0.619047619047619,0.738095238095238,0.666666666666667,0.5
"Stellako",0.302587915167155,0.125479183448017,3.31516387672559,0.395341766966855,27,30,30,25,28,29,0.642857142857143,0.714285714285714,0.714285714285714,0.595238095238095
"Stellako",0.304127510661766,0.133829516781656,3.32487677479693,0.388856615438094,28,33,31,22,28.5,30,0.666666666666667,0.785714285714286,0.738095238095238,0.523809523809524
"Stellako",0.304862532709063,0.129843632641463,3.29536427030322,0.393808661586756,30,32,29,24,28.75,31,0.714285714285714,0.761904761904762,0.69047619047619,0.571428571428571
"Stellako",0.304575851556418,0.141255665869763,3.38594820069601,0.383433877459415,29,34,34,20,29.25,32,0.69047619047619,0.80952380952381,0.80952380952381,0.476190476190476
"Stellako",0.305067780017325,0.150245315240866,3.42866425135011,0.380143198467237,31,37,35,17,30,33,0.738095238095238,0.880952380952381,0.833333333333333,0.404761904761905
"Stellako",0.312190882031161,0.155380296457307,3.62454946436428,0.391771872369674,34,38,38,23,33.25,36,0.80952380952381,0.904761904761905,0.904761904761905,0.547619047619048
"Stellako",0.319267739876729,0.145813262205271,3.51170972511322,0.405456021696725,35,36,36,29,34,37,0.833333333333333,0.857142857142857,0.857142857142857,0.69047619047619
"Stellako",0.336860254065432,0.169614342156009,3.80160599838845,0.411744154842552,38,39,39,32,37,39,0.904761904761905,0.928571428571429,0.928571428571429,0.761904761904762
"Stellako",0.356348857429216,0.17471884053895,4.40947790210634,0.435801388319614,39,40,40,37,39,40,0.928571428571429,0.952380952380952,0.952380952380952,0.880952380952381
"Stellako",0.613310297981759,0.531398107531644,6.04800145192919,0.757028350854691,41,41,41,41,41,41,0.976190476190476,0.976190476190476,0.976190476190476,0.976190476190476
"Stellako",0.636038978241661,0.580028484315636,6.212466964254,0.822700217894227,42,42,42,42,42,42,1,1,1,1
"Bowron",0.003763001506709,7.57666669221305e-05,11.5056820123351,0.00464321412411293,1,1,2,2,1.5,1,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.0476190476190476
"Bowron",0.00378970433472781,0.000467274349566704,14.0314985383037,0.00459647601382771,2,4,6,1,3.25,2,0.0476190476190476,0.0952380952380952,0.142857142857143,0.0238095238095238
"Bowron",0.00392602471550148,0.000954448973434941,15.8615892184296,0.0048630363320953,3,6,7,3,4.75,3,0.0714285714285714,0.142857142857143,0.166666666666667,0.0714285714285714
"Bowron",0.00402182422626365,-0.00241132842716717,8.11624788039727,0.00554708865083665,4,9,1,5,4.75,4,0.0952380952380952,0.214285714285714,0.0238095238095238,0.119047619047619
"Bowron",0.00426470402240701,-0.00127147295659193,13.2050529750774,0.00583722496791691,6,7,4,7,6,5,0.142857142857143,0.166666666666667,0.0952380952380952,0.166666666666667
"Bowron",0.00453477198448801,0.000519497789170576,16.3903472979944,0.00542870643863958,8,5,8,4,6.25,6,0.19047619047619,0.119047619047619,0.19047619047619,0.0952380952380952
"Bowron",0.00422098236809407,0.0015293083335888,16.9432007952999,0.00597435283117357,5,8,9,8,7.5,7,0.119047619047619,0.19047619047619,0.214285714285714,0.19047619047619
"Bowron",0.00474463876445928,7.61038651201138e-05,18.6000009707387,0.00619906725423852,9,2,11,9,7.75,8,0.214285714285714,0.0476190476190476,0.261904761904762,0.214285714285714
"Bowron",0.0044782946998666,0.0037099204430329,17.6253122683988,0.00583242126349739,7,13,10,6,9,9,0.166666666666667,0.30952380952381,0.238095238095238,0.142857142857143
"Bowron",0.00558947049964345,0.00374931706793517,13.4275403559974,0.00668911383722265,13,14,5,10,10.5,10,0.30952380952381,0.333333333333333,0.119047619047619,0.238095238095238
"Bowron",0.00534704002984747,0.00345375998850439,20.6019310886616,0.00675263054416845,10,11,13,11,11.25,11,0.238095238095238,0.261904761904762,0.30952380952381,0.261904761904762
"Bowron",0.00587161464425013,0.00472809266348863,12.8554322219611,0.00687531610333649,16,20,3,12,12.75,12,0.380952380952381,0.476190476190476,0.0714285714285714,0.285714285714286
"Bowron",0.00546245966691192,0.0034858005743713,22.1190441029259,0.00735775010191881,11,12,14,14,12.75,13,0.261904761904762,0.285714285714286,0.333333333333333,0.333333333333333
"Bowron",0.0055006715399186,0.00450703356227275,23.8078349734354,0.00757580243357175,12,17,17,15,15.25,14,0.285714285714286,0.404761904761905,0.404761904761905,0.357142857142857
"Bowron",0.00561594000469326,0.00497902431780111,22.2296990290361,0.00699859217870756,14,22,16,13,16.25,15,0.333333333333333,0.523809523809524,0.380952380952381,0.30952380952381
"Bowron",0.00592436815227736,0.00431318378374363,25.0030590225183,0.00818522872145032,19,16,19,20,18.5,17,0.452380952380952,0.380952380952381,0.452380952380952,0.476190476190476
"Bowron",0.00587694207567468,0.00494726347041966,26.2816198581099,0.0075995833363181,17,21,20,16,18.5,18,0.404761904761905,0.5,0.476190476190476,0.380952380952381
"Bowron",0.00618133561798974,0.00499840885223472,22.1707112147743,0.00809082077382999,20,23,15,19,19.25,19,0.476190476190476,0.547619047619048,0.357142857142857,0.452380952380952
"Bowron",0.00644148582552144,0.00316446535312509,26.943222243398,0.00953720274836594,22,10,22,24,19.5,20,0.523809523809524,0.238095238095238,0.523809523809524,0.571428571428571
"Bowron",0.00629379815392713,0.00575733440553331,20.1122041298737,0.00760252959952381,21,29,12,17,19.75,21,0.5,0.69047619047619,0.285714285714286,0.404761904761905
"Bowron",0.00590776505533013,0.00431060157005961,28.7797236677519,0.00834417599976,18,15,25,21,19.75,22,0.428571428571429,0.357142857142857,0.595238095238095,0.5
"Bowron",0.00938367516225948,0.000109350000255463,28.4660353693489,0.0115290762139214,35,3,24,33,23.75,23,0.833333333333333,0.0714285714285714,0.571428571428571,0.785714285714286
"Bowron",0.00670422246402542,0.00613699527292037,27.60178529663,0.00856055671149565,23,32,23,22,25,24,0.547619047619048,0.761904761904762,0.547619047619048,0.523809523809524
"Bowron",0.00700897648802401,0.00535781288238317,31.195166055551,0.00967721440704234,25,24,28,25,25.5,26,0.595238095238095,0.571428571428571,0.666666666666667,0.595238095238095
"Bowron",0.00758629719712655,0.00610263030486825,31.2097984984645,0.0103892895681253,26,31,29,29,28.75,27,0.619047619047619,0.738095238095238,0.69047619047619,0.69047619047619
"Bowron",0.00790210113538592,0.00715706306404487,30.2662285175508,0.00982843434202372,29,36,27,26,29.5,28,0.69047619047619,0.857142857142857,0.642857142857143,0.619047619047619
"Bowron",0.0103973690303057,0.00557762614430721,26.3336590142868,0.019124720285594,37,27,21,37,30.5,29,0.880952380952381,0.642857142857143,0.5,0.880952380952381
"Bowron",0.0077087122737074,0.00702585046728035,33.1403732145571,0.00997880278059125,27,35,32,28,30.5,30,0.642857142857143,0.833333333333333,0.761904761904762,0.666666666666667
"Bowron",0.00802969643554911,0.00645987374949627,31.9097781639291,0.0110150126241693,31,33,30,31,31.25,31,0.738095238095238,0.785714285714286,0.714285714285714,0.738095238095238
"Bowron",0.00804685906237146,0.00734353151429129,31.9637899289653,0.00990132967452936,32,37,31,27,31.75,34,0.761904761904762,0.880952380952381,0.738095238095238,0.642857142857143
"Bowron",0.0101101635357659,0.0045088018696656,41.8851036516715,0.0165323666784136,36,18,38,36,32,35,0.857142857142857,0.428571428571429,0.904761904761905,0.857142857142857
"Bowron",0.00799803007139729,0.00647731681819263,34.2830439610182,0.0108833083265496,30,34,34,30,32,36,0.714285714285714,0.80952380952381,0.80952380952381,0.714285714285714
"Bowron",0.0132690727415943,0.0121437139037049,40.83998955235,0.0200771768900361,38,39,37,39,38.25,38,0.904761904761905,0.928571428571429,0.880952380952381,0.928571428571429
"Bowron",0.0134620981497834,0.0123277720987712,44.7176971667933,0.019166276391365,39,40,39,38,39,39,0.928571428571429,0.952380952380952,0.928571428571429,0.904761904761905
"Bowron",0.0182633937064459,0.0108509408664735,46.3529771924794,0.0396878043916987,40,38,40,42,40,40,0.952380952380952,0.904761904761905,0.952380952380952,1
"Bowron",0.0299858154764459,0.0299858154764459,106.691597712311,0.0379429724815917,41,41,42,41,41.25,41,0.976190476190476,0.976190476190476,1,0.976190476190476
"Bowron",0.0308145105572061,0.0308145105572061,77.9445805313673,0.0317039531515363,42,42,41,40,41.25,42,1,1,0.976190476190476,0.952380952380952
"Raft",0.0119882115727369,0.00351957470961025,0.911108975436127,0.016015346592296,1,1,1,1,1,1,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238
"Raft",0.0166624242003625,0.00386981824307397,2.4172870586645,0.021842939159773,2,2,3,6,3.25,2,0.0476190476190476,0.0476190476190476,0.0714285714285714,0.142857142857143
"Raft",0.0168018686167846,0.0117795212187734,2.48573708240148,0.0197195409757844,3,5,4,3,3.75,3,0.0714285714285714,0.119047619047619,0.0952380952380952,0.0714285714285714
"Raft",0.0170968077580934,0.0115732007684873,2.72849741363218,0.0207479367624459,4,4,6,4,4.5,4,0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952
"Raft",0.0176887695209927,0.0122283627431777,2.79918688424707,0.0215038313428434,6,6,8,5,6.25,5,0.142857142857143,0.142857142857143,0.19047619047619,0.119047619047619
"Raft",0.019378939158976,0.015460284849196,2.39324432293838,0.0232718807152503,7,10,2,7,6.5,6,0.166666666666667,0.238095238095238,0.0476190476190476,0.166666666666667
"Raft",0.0173520540454235,0.0137449943562896,3.108049381913,0.0188066594339701,5,8,12,2,6.75,7,0.119047619047619,0.19047619047619,0.285714285714286,0.0476190476190476
"Raft",0.0194362823660805,0.0136478052651658,3.10669073636036,0.0242337175092396,8,7,11,11,9.25,8,0.19047619047619,0.166666666666667,0.261904761904762,0.261904761904762
"Raft",0.0202175345383257,0.0155528198764475,3.3355147262187,0.0236964312583013,10,11,13,9,10.75,9,0.238095238095238,0.261904761904762,0.30952380952381,0.214285714285714
"Raft",0.0204684572775034,0.0174190531643515,2.96725822532688,0.0237894843963128,11,13,9,10,10.75,10,0.261904761904762,0.30952380952381,0.214285714285714,0.238095238095238
"Raft",0.0200240298132682,0.0162276057359909,3.5107435037966,0.023464535158688,9,12,15,8,11,11,0.214285714285714,0.285714285714286,0.357142857142857,0.19047619047619
"Raft",0.0231722789181529,0.0114874315466991,2.98885470642713,0.0300861261354441,13,3,10,20,11.5,12,0.30952380952381,0.0714285714285714,0.238095238095238,0.476190476190476
"Raft",0.0220702243233024,0.0181100254568818,3.5409767457031,0.025415752903473,12,14,16,12,13.5,13,0.285714285714286,0.333333333333333,0.380952380952381,0.285714285714286
"Raft",0.0243892054702015,0.0140349913762769,2.75360558901247,0.0306938580140994,17,9,7,22,13.75,14,0.404761904761905,0.214285714285714,0.166666666666667,0.523809523809524
"Raft",0.0232224624511673,0.0189648796828985,3.97261148434046,0.0267038276609771,14,15,17,13,14.75,15,0.333333333333333,0.357142857142857,0.404761904761905,0.30952380952381
"Raft",0.0234107559345099,0.0200778867658867,3.9840406228806,0.0267722316766013,15,18,18,14,16.25,16,0.357142857142857,0.428571428571429,0.428571428571429,0.333333333333333
"Raft",0.0252011240327472,0.0197259913762769,2.65486521991166,0.031505085119914,21,16,5,24,16.5,17,0.5,0.380952380952381,0.119047619047619,0.571428571428571
"Raft",0.0241962512991584,0.0199937179500392,4.03995745450187,0.0278497975362961,16,17,19,16,17,18,0.380952380952381,0.404761904761905,0.452380952380952,0.380952380952381
"Raft",0.0250324961487118,0.0217542779024642,3.33618011303979,0.0287679011404075,19,20,14,18,17.75,19,0.452380952380952,0.476190476190476,0.333333333333333,0.428571428571429
"Raft",0.0244239088710574,0.0208551111461262,4.0907868480334,0.0276318193769797,18,19,20,15,18,20,0.428571428571429,0.452380952380952,0.476190476190476,0.357142857142857
"Raft",0.0251693792102014,0.0218104702349465,4.33991471437925,0.028049857467752,20,21,22,17,20,21,0.476190476190476,0.5,0.523809523809524,0.404761904761905
"Raft",0.0260379287252049,0.0230141601631562,4.69279882164547,0.029634514405121,22,24,27,19,23,22,0.523809523809524,0.571428571428571,0.642857142857143,0.452380952380952
"Raft",0.0270548888012317,0.0244902869143981,4.1201616372114,0.0307419648602434,24,29,21,23,24.25,23,0.571428571428571,0.69047619047619,0.5,0.547619047619048
"Raft",0.0272242687696805,0.0240344915669139,4.57283102664999,0.0304031223133428,26,27,26,21,25,24,0.619047619047619,0.642857142857143,0.619047619047619,0.5
"Raft",0.0268908237377983,0.0227502106943005,4.98361781741097,0.0319710338363664,23,23,31,27,26,25,0.547619047619048,0.547619047619048,0.738095238095238,0.642857142857143
"Raft",0.0272191612697794,0.0233135424835099,4.92944039194276,0.0318096627784308,25,25,30,25,26.25,26,0.595238095238095,0.595238095238095,0.714285714285714,0.595238095238095
"Raft",0.0277683431439314,0.0224401750693285,4.51131396059491,0.0338004571628043,27,22,25,34,27,27,0.642857142857143,0.523809523809524,0.595238095238095,0.80952380952381
"Raft",0.0289716815637482,0.0249219494028485,4.40278189929186,0.0338921757831388,31,30,23,35,29.75,30,0.738095238095238,0.714285714285714,0.547619047619048,0.833333333333333
"Raft",0.0296336299588484,0.0266427629980284,5.18550619391516,0.0328720717740029,33,35,35,30,33.25,33,0.785714285714286,0.833333333333333,0.833333333333333,0.714285714285714
"Raft",0.0297745792640876,0.0263213471519383,5.19597917965796,0.0336488621423938,34,34,36,32,34,34,0.80952380952381,0.80952380952381,0.857142857142857,0.761904761904762
